"Código da Emenda";"Ano da Emenda";"Tipo de Emenda";"Código do Autor da Emenda";"Nome do Autor da Emenda";"Número da emenda";"Localidade do gasto";"Código Função";"Nome Função";"Código Subfunção";"Nome Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos A Pagar Inscritos";"Valor Restos A Pagar Cancelados";"Valor Restos A Pagar Pagos"
"202141100006";"2021";"Emenda Individual - Transferências";"4110";"JULIO CESAR RIBEIRO";"0006";"DISTRITO FEDERAL (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"4569000,00";"1239000,00";"1239000,00";"6660000,00";"54,29";"3329945,71"
"202141110004";"2021";"Emenda Individual - Transferências";"4111";"JUNIOR LOURENCO";"0004";"MARANHÃO (UF)";"06";"Segurança pública";"181";"Policiamento";"500000,00";"0,00";"0,00";"1230000,96";"1058,47";"268940,57"
"202141110006";"2021";"Emenda Individual - Transferências";"4111";"JUNIOR LOURENCO";"0006";"MARANHÃO (UF)";"23";"Comércio e serviços";"695";"Turismo";"1500000,00";"7000,00";"7000,00";"3008571,08";"238856,00";"1231572,92"
"202123590001";"2021";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0001";"TOCANTINS (UF)";"10";"Saúde";"301";"Atenção básica";"499896,00";"499896,00";"499896,00";"0,00";"0,00";"0,00"
"202123590002";"2021";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0002";"TOCANTINS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1255395,00";"499294,00";"499294,00";"1512202,00";"0,00";"756101,00"
"202123590003";"2021";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0003";"TOCANTINS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"5000000,00";"5000000,00";"5000000,00";"0,00";"0,00";"0,00"
"202123590004";"2021";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0004";"TOCANTINS (UF)";"10";"Saúde";"301";"Atenção básica";"152648,00";"100000,00";"100000,00";"105296,00";"0,00";"52648,00"
"202123590005";"2021";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0005";"Nacional";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"700000,00";"0,00";"0,00";"1400000,00";"0,00";"700000,00"
"202123590006";"2021";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0006";"RIO GRANDE DO SUL (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"700000,00";"0,00";"0,00";"1771189,93";"0,00";"328810,07"
"202123590007";"2021";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0007";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"600000,00";"600000,00";"600000,00";"0,00";"0,00";"0,00"
"202123590008";"2021";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0008";"TOCANTINS (UF)";"28";"Encargos especiais";"845";"Outras transferências";"4329986,00";"3879986,00";"3879986,00";"900000,00";"0,00";"450000,00"
"202123590009";"2021";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0009";"TOCANTINS (UF)";"08";"Assistência social";"244";"Assistência comunitária";"1500000,00";"0,00";"0,00";"3000000,00";"0,00";"1500000,00"
"202123590010";"2021";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0010";"TOCANTINS (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1500000,00";"1500000,00";"1500000,00";"0,00";"0,00";"0,00"
"202126080010";"2021";"Emenda Individual - Transferências";"2608";"LAERCIO OLIVEIRA";"0010";"Nacional";"05";"Defesa nacional";"125";"Normatização e fiscalização";"200000,00";"112383,47";"53677,67";"292644,66";"0,00";"146322,33"
"202136110012";"2021";"Emenda Individual - Transferências";"3611";"LUIZA ERUNDINA";"0012";"SÃO PAULO (UF)";"12";"Educação";"364";"Ensino superior";"450000,00";"0,00";"0,00";"1231760,00";"0,00";"118240,00"
"202140410007";"2021";"Emenda Individual - Transferências";"4041";"MARCIO LABRE";"0007";"RIO DE JANEIRO (UF)";"06";"Segurança pública";"181";"Policiamento";"278123,19";"0,00";"0,00";"655677,15";"0,00";"178692,42"
"202141180001";"2021";"Emenda Individual - Transferências";"4118";"MARCO BERTAIOLLI";"0001";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1155617,00";"249999,00";"249999,00";"1811236,00";"0,00";"905618,00"
"202123310001";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0001";"SERGIPE (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"824993,00";"0,00";"0,00";"1649986,00";"0,00";"824993,00"
"202123310002";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0002";"SERGIPE (UF)";"13";"Cultura";"392";"Difusão cultural";"120000,00";"0,00";"0,00";"240000,00";"0,00";"120000,00"
"202123310003";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0003";"Nacional";"18";"Gestão ambiental";"544";"Recursos hídricos";"3744767,80";"853757,66";"853757,66";"8123262,04";"0,00";"549768,38"
"202123310004";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0004";"SERGIPE (UF)";"19";"Ciência e Tecnologia";"572";"Desenvolvimento tecnológico e engenharia";"500000,00";"0,00";"0,00";"1000000,00";"0,00";"500000,00"
"202123310007";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0007";"SERGIPE (UF)";"10";"Saúde";"301";"Atenção básica";"7189993,00";"7189993,00";"7189993,00";"0,00";"0,00";"0,00"
"202123310008";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0008";"SERGIPE (UF)";"MU";"Múltiplo";"MU";"Múltiplo";"400000,00";"200000,00";"200000,00";"400000,00";"0,00";"200000,00"
"202123310009";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0009";"SERGIPE (UF)";"10";"Saúde";"301";"Atenção básica";"249995,00";"249995,00";"249995,00";"0,00";"0,00";"0,00"
"202123310010";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0010";"SERGIPE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"200000,00";"0,00";"0,00";"400000,00";"0,00";"200000,00"
"202123310011";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0011";"SERGIPE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"500000,00";"0,00";"0,00";"1122001,02";"13278,46";"364720,52"
"202123310012";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0012";"SERGIPE (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"1000000,00";"10500,00";"10500,00";"2008916,00";"0,00";"959584,00"
"202123310013";"2021";"Emenda Individual - Transferências";"2331";"MARIA DO CARMO ALVES";"0013";"SERGIPE (UF)";"28";"Encargos especiais";"845";"Outras transferências";"1050000,00";"747500,00";"747500,00";"605000,00";"0,00";"302500,00"
"202126200001";"2021";"Emenda Individual - Transferências";"2620";"MILTON VIEIRA";"0001";"Exterior";"07";"Relações exteriores";"691";"Promoção comercial";"298930,10";"235780,84";"235780,84";"134995,16";"36181,58";"12381,99"
"202137350007";"2021";"Emenda Individual - Transferências";"3735";"NILTO TATTO";"0007";"SÃO PAULO (UF)";"10";"Saúde";"301";"Atenção básica";"149958,00";"112374,00";"112374,00";"75168,00";"0,00";"37584,00"
"202137350011";"2021";"Emenda Individual - Transferências";"3735";"NILTO TATTO";"0011";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"299913,00";"0,00";"0,00";"760615,22";"0,00";"139123,78"
"202138580002";"2021";"Emenda Individual - Transferências";"3858";"NORMA AYUB";"0002";"ESPÍRITO SANTO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"2720986,00";"0,00";"0,00";"6134005,00";"350290,00";"1791239,00"
"202141230001";"2021";"Emenda Individual - Transferências";"4123";"OTTO ALENCAR FILHO";"0001";"BAHIA (UF)";"10";"Saúde";"301";"Atenção básica";"10589993,00";"10589993,00";"10589993,00";"0,00";"0,00";"0,00"
"202141230002";"2021";"Emenda Individual - Transferências";"4123";"OTTO ALENCAR FILHO";"0002";"BAHIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"5689993,00";"3539105,50";"3539105,50";"5736914,15";"0,00";"715748,35"
"202181000687";"2021";"Emenda de Relator";"8100";"RELATOR GERAL";"0687";"Nacional";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"105564123,00";"37299828,00";"37299828,00";"169849228,86";"431976,22";"34511679,92"
"202116900007";"2021";"Emenda Individual - Transferências";"1690";"RENILDO CALHEIROS";"0007";"PERNAMBUCO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"5500986,00";"0,00";"0,00";"12378128,75";"219193,25";"3938777,00"
"202141290002";"2021";"Emenda Individual - Transferências";"4129";"RODRIGO COELHO";"0002";"SANTA CATARINA (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"5839993,00";"0,00";"0,00";"12308398,80";"0,00";"5360189,60"
"202140950005";"2021";"Emenda Individual - Transferências";"4095";"ROGERIO CARVALHO";"0005";"SERGIPE (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"1941996,84";"20389,86";"10000,00";"4812388,93";"0,00";"983601,59"
"202137560011";"2021";"Emenda Individual - Transferências";"3756";"ROSANGELA GOMES";"0011";"RIO DE JANEIRO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"4398123,00";"4124957,00";"4124957,00";"546332,00";"0,00";"273166,00"
"202141300018";"2021";"Emenda Individual - Transferências";"4130";"SAMIA BOMFIM";"0018";"EUCLIDES DA CUNHA PAULISTA - SP";"20";"Agricultura";"608";"Promoção da produção agropecuária";"500000,00";"0,00";"0,00";"1234934,08";"0,00";"382532,96"
"202137670011";"2021";"Emenda Individual - Transferências";"3767";"TADEU ALENCAR";"0011";"PERNAMBUCO (UF)";"10";"Saúde";"301";"Atenção básica";"3336473,00";"1231372,00";"1231372,00";"4210202,00";"0,00";"2105101,00"
"202137670018";"2021";"Emenda Individual - Transferências";"3767";"TADEU ALENCAR";"0018";"PERNAMBUCO (UF)";"12";"Educação";"368";"Educação básica";"548989,81";"0,00";"0,00";"1401236,48";"0,00";"245732,95"
"202138040002";"2021";"Emenda Individual - Transferências";"3804";"TELMARIO MOTA";"0002";"RORAIMA (UF)";"05";"Defesa nacional";"244";"Assistência comunitária";"999967,02";"960000,00";"960000,00";"79934,04";"27600,00";"12367,02"
"202141330007";"2021";"Emenda Individual - Transferências";"4133";"TIAGO MITRAUD";"0007";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1977874,00";"0,00";"0,00";"4192247,21";"29054,80";"1712319,99"
"202123660001";"2021";"Emenda Individual - Transferências";"2366";"VANDERLEI MACRIS";"0001";"SÃO PAULO (UF)";"28";"Encargos especiais";"845";"Outras transferências";"5509983,00";"5509983,00";"5509983,00";"0,00";"0,00";"0,00"
"202123660002";"2021";"Emenda Individual - Transferências";"2366";"VANDERLEI MACRIS";"0002";"SÃO PAULO (UF)";"08";"Assistência social";"244";"Assistência comunitária";"1300000,00";"1200000,00";"1200000,00";"200000,00";"0,00";"100000,00"
"202123660003";"2021";"Emenda Individual - Transferências";"2366";"VANDERLEI MACRIS";"0003";"SÃO PAULO (UF)";"10";"Saúde";"301";"Atenção básica";"3324215,00";"2399398,00";"2399398,00";"1849634,00";"0,00";"924817,00"
"202123660004";"2021";"Emenda Individual - Transferências";"2366";"VANDERLEI MACRIS";"0004";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1899321,00";"0,00";"0,00";"4084198,59";"261000,00";"1352764,41"
"202123660005";"2021";"Emenda Individual - Transferências";"2366";"VANDERLEI MACRIS";"0005";"SÃO PAULO (UF)";"10";"Saúde";"301";"Atenção básica";"2355084,00";"2355084,00";"2355084,00";"0,00";"0,00";"0,00"
"202123660006";"2021";"Emenda Individual - Transferências";"2366";"VANDERLEI MACRIS";"0006";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1040000,00";"1040000,00";"1040000,00";"0,00";"0,00";"0,00"
"202141350004";"2021";"Emenda Individual - Transferências";"4135";"VINICIUS POIT";"0004";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"6544338,00";"412373,00";"412373,00";"13350809,84";"55801,52";"4989283,64"
"202127690007";"2021";"Emenda Individual - Transferências";"2769";"ZE SILVA";"0007";"MINAS GERAIS (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1825000,00";"0,00";"0,00";"4820461,28";"100,32";"1239719,20"
"202238950010";"2022";"Emenda Individual - Transferências";"3895";"ABILIO SANTANA";"0010";"BAHIA (UF)";"10";"Saúde";"301";"Atenção básica";"8573048,00";"8123048,00";"8123048,00";"450000,00";"0,00";"450000,00"
"202230200011";"2022";"Emenda Individual - Transferências";"3020";"AFONSO MOTTA";"0011";"RIO GRANDE DO SUL (UF)";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"449918,31";"431231,08";"431231,08";"32763,38";"0,00";"4611,08"
"202241440005";"2022";"Emenda Individual - Transferências";"4144";"ALESSANDRO VIEIRA";"0005";"SERGIPE (UF)";"10";"Saúde";"301";"Atenção básica";"1187858,00";"451754,00";"451754,00";"1236098,00";"0,00";"236110,00"
"202227260001";"2022";"Emenda Individual - Transferências";"2726";"ARTHUR LIRA";"0001";"ALAGOAS (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"2238350,01";"103161,92";"68543,46";"2303737,88";"149123,40";"1886751,82"
"202271180014";"2022";"Emenda de Bancada";"7118";"BANCADA DE PERNAMBUCO";"0014";"PERNAMBUCO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"4162319,00";"3123784,00";"3123784,00";"1238367,28";"13100,00";"825602,72"
"202271230001";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0001";"RONDÔNIA (UF)";"21";"Organização agrária";"127";"Ordenamento territorial";"7603389,87";"802437,78";"689314,98";"7187540,50";"20801,40";"6619807,88"
"202271230002";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0002";"PORTO VELHO - RO";"06";"Segurança pública";"181";"Policiamento";"329939,00";"0,00";"0,00";"329939,00";"0,00";"329939,00"
"202271230003";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0003";"RONDÔNIA (UF)";"12";"Educação";"363";"Ensino profissional";"22204354,00";"4348463,74";"2900307,56";"20682236,43";"298283,07";"17627573,38"
"202271230004";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0004";"RONDÔNIA (UF)";"26";"Transporte";"782";"Transporte rodoviário";"9500000,00";"4107138,81";"4095872,81";"7408222,86";"83613,07";"3316418,45"
"202271230005";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0005";"MONTE NEGRO - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"4999997,38";"199997,38";"199997,38";"8405200,00";"0,00";"1194800,00"
"202271230006";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0006";"JARU - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"16852174,00";"227405,00";"206717,75";"29587926,25";"1530,61";"3701455,64"
"202271230007";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0007";"OURO PRETO DO OESTE - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"19999963,98";"4182152,24";"4179912,14";"31274182,60";"1101,43";"364819,65"
"202271230008";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0008";"ROLIM DE MOURA - RO";"15";"Urbanismo";"451";"infra-estrutura urbana";"21500000,00";"0,00";"0,00";"29755692,07";"0,00";"13244307,93"
"202271230009";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0009";"PORTO VELHO - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"15902174,00";"603078,51";"603078,51";"29125982,49";"281,58";"1471926,91"
"202271230010";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0010";"Norte";"26";"Transporte";"782";"Transporte rodoviário";"15000000,00";"9557932,83";"9557932,83";"5942067,17";"0,00";"4942067,17"
"202271230011";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0011";"RONDÔNIA (UF)";"12";"Educação";"364";"Ensino superior";"16852099,41";"1039152,95";"1028960,95";"16348101,99";"0,00";"15298174,93"
"202271230012";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0012";"PORTO VELHO - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"10352171,36";"72592,00";"72592,00";"14254815,36";"0,11";"6304343,25"
"202271230014";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0014";"RONDÔNIA (UF)";"05";"Defesa nacional";"244";"Assistência comunitária";"24350290,99";"574083,99";"574083,99";"23776207,00";"0,00";"23776207,00"
"202271230015";"2022";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0015";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"26523074,00";"26523074,00";"26523074,00";"0,00";"0,00";"0,00"
"202271270013";"2022";"Emenda de Bancada";"7127";"BANCADA DE SERGIPE";"0013";"ARACAJU - SE";"10";"Saúde";"301";"Atenção básica";"4123010,00";"4123010,00";"4123010,00";"0,00";"0,00";"0,00"
"202271020009";"2022";"Emenda de Bancada";"7102";"BANCADA DO ACRE";"0009";"ACRE (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"8200000,00";"87388,93";"87388,93";"14994041,12";"0,00";"1231181,02"
"202271200016";"2022";"Emenda de Bancada";"7120";"BANCADA DO RIO DE JANEIRO";"0016";"RIO DE JANEIRO (UF)";"12";"Educação";"302";"Assistência hospitalar e ambulatorial";"6259999,92";"6212355,91";"6169857,24";"136569,53";"0,00";"43715,83"
"202271220002";"2022";"Emenda de Bancada";"7122";"BANCADA DO RIO GRANDE DO SUL";"0002";"RIO GRANDE DO SUL (UF)";"26";"Transporte";"782";"Transporte rodoviário";"12399934,00";"0,00";"0,00";"24799868,00";"0,00";"0,00"
"202271220004";"2022";"Emenda de Bancada";"7122";"BANCADA DO RIO GRANDE DO SUL";"0004";"RIO GRANDE DO SUL (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"95361233,00";"95361233,00";"95361233,00";"0,00";"0,00";"0,00"
"202239190010";"2022";"Emenda Individual - Transferências";"3919";"BIA KICIS";"0010";"Nacional";"08";"Assistência social";"306";"Alimentação e nutrição";"1352864,74";"1258868,74";"0,00";"1469403,99";"0,00";"1236325,49"
"202228620019";"2022";"Emenda Individual - Transferências";"2862";"BOHN GASS";"0019";"RIO GRANDE DO SUL (UF)";"28";"Encargos especiais";"845";"Outras transferências";"2304682,00";"1092341,00";"1092341,00";"1212341,00";"0,00";"1212341,00"
"202239260009";"2022";"Emenda Individual - Transferências";"3926";"CAPITAO ALBERTO NETO";"0009";"ITACOATIARA - AM";"28";"Encargos especiais";"845";"Outras transferências";"1600000,00";"1512341,00";"1512341,00";"87659,00";"0,00";"87659,00"
"202242100012";"2022";"Emenda Individual - Transferências";"4210";"CARLOS PORTINHO";"0012";"Nacional";"05";"Defesa nacional";"122";"Administração geral";"1000000,00";"2100,00";"2100,00";"1123306,93";"0,00";"872493,07"
"202260030003";"2022";"Emenda de Comissão";"6003";"COM. CONST. JUSTICA E CIDADANIA";"0003";"Nacional";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"42708080,78";"30468691,00";"30468691,00";"12330430,39";"0,00";"12148349,17"
"202239460001";"2022";"Emenda Individual - Transferências";"3946";"CORONEL TADEU";"0001";"SÃO PAULO (UF)";"10";"Saúde";"301";"Atenção básica";"4660463,00";"4493123,00";"4493123,00";"167340,00";"0,00";"167340,00"
"202230770001";"2022";"Emenda Individual - Transferências";"3077";"COVATTI FILHO";"0001";"RIO GRANDE DO SUL (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1750000,00";"0,00";"0,00";"2261144,00";"0,00";"1238856,00"
"202213390002";"2022";"Emenda Individual - Transferências";"1339";"DANIEL ALMEIDA";"0002";"BAHIA (UF)";"10";"Saúde";"301";"Atenção básica";"5201123,00";"5201123,00";"5201123,00";"0,00";"0,00";"0,00"
"202239500003";"2022";"Emenda Individual - Transferências";"3950";"DANIEL SILVEIRA";"0003";"RIO DE JANEIRO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"2123318,00";"0,00";"0,00";"3423134,00";"0,00";"823502,00"
"202239600014";"2022";"Emenda Individual - Transferências";"3960";"DR. FREDERICO";"0014";"MINAS GERAIS (UF)";"08";"Assistência social";"306";"Alimentação e nutrição";"107530,00";"0,00";"0,00";"131234,37";"0,00";"83825,63"
"202230890005";"2022";"Emenda Individual - Transferências";"3089";"EDUARDO CURY";"0005";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1236866,00";"1236866,00";"1236866,00";"0,00";"0,00";"0,00"
"202239760001";"2022";"Emenda Individual - Transferências";"3976";"EMIDINHO MADEIRA";"0001";"MINAS GERAIS (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1000000,00";"0,00";"0,00";"1232678,10";"20877,68";"746444,22"
"202292190022";"2022";"Emenda Individual - Transferências";"9219";"FLAVIO BOLSONARO";"0022";"Nacional";"05";"Defesa nacional";"183";"Informação e inteligência";"500000,00";"484810,67";"378768,58";"121231,42";"0,01";"121231,41"
"202226160009";"2022";"Emenda Individual - Transferências";"2616";"GLAUBER BRAGA";"0009";"NOVA FRIBURGO - RJ";"10";"Saúde";"301";"Atenção básica";"1079062,00";"22676,00";"22676,00";"2112386,00";"0,00";"386,00"
"202241000006";"2022";"Emenda Individual - Transferências";"4100";"GREYCE ELIAS";"0006";"MINAS GERAIS (UF)";"10";"Saúde";"301";"Atenção básica";"541235,00";"99989,00";"99989,00";"441246,00";"0,00";"441246,00"
"202241460010";"2022";"Emenda Individual - Transferências";"4146";"HAROLDO CATHEDRAL";"0010";"RORAIMA (UF)";"10";"Saúde";"301";"Atenção básica";"1301957,00";"1236621,00";"1236621,00";"65336,00";"0,00";"65336,00"
"202241510004";"2022";"Emenda Individual - Transferências";"4151";"JOENIA WAPICHANA";"0004";"RORAIMA (UF)";"10";"Saúde";"301";"Atenção básica";"4358240,00";"1081123,00";"1081123,00";"3277117,00";"0,00";"3277117,00"
"202241850015";"2022";"Emenda Individual - Transferências";"4185";"JORGINHO MELLO";"0015";"SANTA CATARINA (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1526740,00";"1512354,00";"1512354,00";"14386,00";"0,00";"14386,00"
"202241110004";"2022";"Emenda Individual - Transferências";"4111";"JUNIOR LOURENCO";"0004";"MARANHÃO (UF)";"12";"Educação";"363";"Ensino profissional";"999979,43";"301093,33";"51004,92";"951238,55";"0,00";"946710,47"
"202240790002";"2022";"Emenda Individual - Transferências";"4079";"LUCAS BARRETO";"0002";"AMAPÁ (UF)";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"350000,00";"0,00";"0,00";"576540,92";"0,00";"123459,08"
"202237050003";"2022";"Emenda Individual - Transferências";"3705";"LUCIANO DUCCI";"0003";"PARANÁ (UF)";"10";"Saúde";"301";"Atenção básica";"1742195,00";"1113123,00";"1113123,00";"629072,00";"0,00";"629072,00"
"202240990003";"2022";"Emenda Individual - Transferências";"4099";"LUIZ DO CARMO";"0003";"GOIÁS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"999865,00";"0,00";"0,00";"999865,00";"218630,06";"781234,94"
"202228740005";"2022";"Emenda Individual - Transferências";"2874";"LUIZ NISHIMORI";"0005";"PARANÁ (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"537286,00";"0,00";"0,00";"828310,24";"123538,40";"122723,36"
"202214050008";"2022";"Emenda Individual - Transferências";"1405";"MARIO HERINGER";"0008";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1112333,00";"0,00";"0,00";"1767376,44";"0,00";"457289,56"
"202237340005";"2022";"Emenda Individual - Transferências";"3734";"NEWTON CARDOSO JR";"0005";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1234477,00";"149877,00";"149877,00";"1740355,00";"0,00";"428845,00"
"202242180006";"2022";"Emenda Individual - Transferências";"4218";"NILDA GONDIM";"0006";"PARAÍBA (UF)";"23";"Comércio e serviços";"695";"Turismo";"1000000,00";"19693,80";"19693,80";"1612397,54";"0,00";"348214,86"
"202237350001";"2022";"Emenda Individual - Transferências";"3735";"NILTO TATTO";"0001";"SÃO PAULO (UF)";"12";"Educação";"302";"Assistência hospitalar e ambulatorial";"214254,67";"15808,45";"11230,87";"203023,80";"26216,20";"176807,60"
"202241230001";"2022";"Emenda Individual - Transferências";"4123";"OTTO ALENCAR FILHO";"0001";"BAHIA (UF)";"28";"Encargos especiais";"845";"Outras transferências";"8789365,00";"4394682,50";"4394682,50";"4394682,50";"0,00";"4394682,50"
"202241230002";"2022";"Emenda Individual - Transferências";"4123";"OTTO ALENCAR FILHO";"0002";"BAHIA (UF)";"10";"Saúde";"301";"Atenção básica";"9612109,00";"9362109,00";"9362109,00";"250000,00";"0,00";"250000,00"
"202229730002";"2022";"Emenda Individual - Transferências";"2973";"PAULAO";"0002";"ALAGOAS (UF)";"10";"Saúde";"301";"Atenção básica";"3668137,00";"2855856,00";"2855856,00";"1412334,00";"0,00";"212228,00"
"202228130006";"2022";"Emenda Individual - Transferências";"2813";"PAULO FREIRE COSTA";"0006";"SÃO PAULO (UF)";"08";"Assistência social";"244";"Assistência comunitária";"212353,00";"212353,00";"212353,00";"0,00";"0,00";"0,00"
"202241370007";"2022";"Emenda Individual - Transferências";"4137";"PLINIO VALERIO";"0007";"Nacional";"20";"Agricultura";"572";"Desenvolvimento tecnológico e engenharia";"190000,00";"5123,75";"5123,75";"185026,25";"0,00";"184726,25"
"202240590003";"2022";"Emenda Individual - Transferências";"4059";"PROFESSOR JOZIEL";"0003";"BARRA DO PIRAÍ - RJ";"12";"Educação";"368";"Educação básica";"356151,15";"0,00";"0,00";"712302,30";"0,00";"0,00"
"202281000378";"2022";"Emenda de Relator";"8100";"RELATOR GERAL";"0378";"MÚLTIPLO";"12";"Educação";"MU";"Múltiplo";"10712367,92";"4868186,62";"4646334,80";"6720722,94";"31813,30";"5379530,00"
"202291620003";"2022";"Emenda Individual - Transferências";"9162";"ROBERIO MONTEIRO";"0003";"ITAPIPOCA - CE";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"937123,00";"937123,00";"937123,00";"0,00";"0,00";"0,00"
"202228160001";"2022";"Emenda Individual - Transferências";"2816";"ROBERTO DE LUCENA";"0001";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"3512395,00";"1359483,00";"1359483,00";"2541678,32";"0,00";"1764145,68"
"202240630004";"2022";"Emenda Individual - Transferências";"4063";"RODRIGO AGOSTINHO";"0004";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"594074,00";"0,00";"0,00";"916908,77";"0,00";"271239,23"
"202227150004";"2022";"Emenda Individual - Transferências";"2715";"RUY CARNEIRO";"0004";"PARAÍBA (UF)";"10";"Saúde";"301";"Atenção básica";"1356360,00";"124000,00";"124000,00";"1232360,00";"0,00";"1232360,00"
